stable_usage_key,choice_priority,reference_normalized,response_text,resolution_status,display_edition,nigeria_selection_id,nigeria_text,nigeria_source_url,rsvce_selection_id,rsvce_text,rsvce_source_url,nabre_selection_id,nabre_text,nabre_source_url,douay_rheims_text,douay_rheims_source_url
NG|temporal|ordinary-time|19|wednesday||I,1,"ps66:1-3a,5+8,16-17",Blessed be God who filled my soul with life!,fallback,Catholic Daily RSVCE,,,,ps66_1_3a_5_8_16_17,"R/. Blessed be God who filled my soul with life!

Make a joyful noise to God, all the earth; sing the glory of his name; give to him glorious praise! Say to God, ""How terrible are thy deeds! So great is thy power that thy enemies cringe before thee.

R/. Blessed be God who filled my soul with life!

Come and see what God has done: he is terrible in his deeds among men. Bless our God, O peoples, let the sound of his praise be heard,

R/. Blessed be God who filled my soul with life!

Come and hear, all you who fear God, and I will tell what he has done for me. I cried aloud to him, and he was extolled with my tongue.

R/. Blessed be God who filled my soul with life!",repo://assets/rsvce.db,ps66_1_3a_5_8_16_17,"R/. Blessed be God who filled my soul with life!

Psalm 66 Praise of God, Israel’s Deliverer - For the leader. A song; a psalm. I - Shout joyfully to God, all the earth; sing of his glorious name; give him glorious praise. Say to God: “How awesome your deeds! Before your great strength your enemies cringe.

R/. Blessed be God who filled my soul with life!

Come and see the works of God, awesome in deeds before the children of Adam. Bless our God, you peoples; loudly sound his praise,

R/. Blessed be God who filled my soul with life!

Come and hear, all you who fear God, while I recount what has been done for me. I called to him with my mouth; praise was upon my tongue.

R/. Blessed be God who filled my soul with life!",repo://assets/nabre.db,,
NG|temporal|ordinary-time|19|wednesday||II,1,"ps113:1b-2,3-4,5-6",The glory of the Lord is above the heavens.,exact_nigeria,Catholic Missal for Nigeria,ng:2026-08-12:responsorial-psalm:1,"R/. The glory of the Lord is above the heavens.

Or:  Alleluia.

R/. The glory of the Lord is above the heavens.

Praise, O servants of the Lord,
praise the name of the Lord!
May the name of the Lord be blest
both now and forevermore!

R/. The glory of the Lord is above the heavens.

From the rising of the sun to its setting,
praised be the name of the Lord!
High above all nations is the Lord,
above the heavens his glory.

R/. The glory of the Lord is above the heavens.

Or:  Alleluia.

R/. The glory of the Lord is above the heavens.

Who is like the Lord;
our God, who dwells on high,
who lowers himself to look down
upon heaven and earth?

R/. The glory of the Lord is above the heavens.",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps113_1b_2_3_4_5_6,"R/. The glory of the Lord is above the heavens.

Praise the LORD!Praise, O servants of the LORD, praise the name of the LORD! Blessed be the name of the LORD from this time forth and for evermore!

R/. The glory of the Lord is above the heavens.

From the rising of the sun to its setting the name of the LORD is to be praised! The LORD is high above all nations, and his glory above the heavens!

R/. The glory of the Lord is above the heavens.

Who is like the LORD our God, who is seated on high, who looks far down upon the heavens and the earth?

R/. The glory of the Lord is above the heavens.",repo://assets/rsvce.db,ps113_1b_2_3_4_5_6,"R/. The glory of the Lord is above the heavens.

Psalm 113 Praise of God’s Care for the Poor - Hallelujah! I - Praise, you servants of the LORD, praise the name of the LORD. Blessed be the name of the LORD both now and forever.

R/. The glory of the Lord is above the heavens.

From the rising of the sun to its setting let the name of the LORD be praised. High above all nations is the LORD; above the heavens his glory.

R/. The glory of the Lord is above the heavens.

Who is like the LORD our God, enthroned on high, looking down on heaven and earth?

R/. The glory of the Lord is above the heavens.",repo://assets/nabre.db,,
NG|temporal|ordinary-time|19|wednesday||II,2,"ps113:1-2,3-4,5-6",The glory of the Lord is above the heaven,fallback,Catholic Daily RSVCE,,,,ps113_1_2_3_4_5_6,"R/. The glory of the Lord is above the heaven

Praise the LORD!Praise, O servants of the LORD, praise the name of the LORD! Blessed be the name of the LORD from this time forth and for evermore!

R/. The glory of the Lord is above the heaven

From the rising of the sun to its setting the name of the LORD is to be praised! The LORD is high above all nations, and his glory above the heavens!

R/. The glory of the Lord is above the heaven

Who is like the LORD our God, who is seated on high, who looks far down upon the heavens and the earth?

R/. The glory of the Lord is above the heaven",repo://assets/rsvce.db,ps113_1_2_3_4_5_6,"R/. The glory of the Lord is above the heaven

Psalm 113 Praise of God’s Care for the Poor - Hallelujah! I - Praise, you servants of the LORD, praise the name of the LORD. Blessed be the name of the LORD both now and forever.

R/. The glory of the Lord is above the heaven

From the rising of the sun to its setting let the name of the LORD be praised. High above all nations is the LORD; above the heavens his glory.

R/. The glory of the Lord is above the heaven

Who is like the LORD our God, enthroned on high, looking down on heaven and earth?

R/. The glory of the Lord is above the heaven",repo://assets/nabre.db,"R/. The glory of the Lord is above the heaven

or
1 Praise the Lord, ye children: praise ye the name of the Lord.
2 Blessed be the name of the Lord, from henceforth now and for ever.
or
3 From the rising of the sun unto the going down of the same, the name of the Lord is worthy of praise.
4 The Lord is high above all nations; and his glory above the heavens.
or
5 Who is as the Lord our God, who dwelleth on high:
6 And looketh down on the low things in heaven and in earth?
or

R/. The glory of the Lord is above the heaven",https://www.catholicgallery.org/mass-reading/140824/
NG|temporal|ordinary-time|19|wednesday||II,3,"ps113:1-2,3-4,5-6",The glory of the Lord is higher than the skies.,fallback,Catholic Daily RSVCE,,,,ps113_1_2_3_4_5_6,"R/. The glory of the Lord is higher than the skies.

Praise the LORD!Praise, O servants of the LORD, praise the name of the LORD! Blessed be the name of the LORD from this time forth and for evermore!

R/. The glory of the Lord is higher than the skies.

From the rising of the sun to its setting the name of the LORD is to be praised! The LORD is high above all nations, and his glory above the heavens!

R/. The glory of the Lord is higher than the skies.

Who is like the LORD our God, who is seated on high, who looks far down upon the heavens and the earth?

R/. The glory of the Lord is higher than the skies.",repo://assets/rsvce.db,ps113_1_2_3_4_5_6,"R/. The glory of the Lord is higher than the skies.

Psalm 113 Praise of God’s Care for the Poor - Hallelujah! I - Praise, you servants of the LORD, praise the name of the LORD. Blessed be the name of the LORD both now and forever.

R/. The glory of the Lord is higher than the skies.

From the rising of the sun to its setting let the name of the LORD be praised. High above all nations is the LORD; above the heavens his glory.

R/. The glory of the Lord is higher than the skies.

Who is like the LORD our God, enthroned on high, looking down on heaven and earth?

R/. The glory of the Lord is higher than the skies.",repo://assets/nabre.db,"R/. The glory of the Lord is higher than the skies.

or
1 Praise the Lord, ye children: praise ye the name of the Lord.
2 Blessed be the name of the Lord, from henceforth now and for ever.
or
3 From the rising of the sun unto the going down of the same, the name of the Lord is worthy of praise.
4 The Lord is high above all nations; and his glory above the heavens.
or
5 Who is as the Lord our God, who dwelleth on high:
6 And looketh down on the low things in heaven and in earth?
or

R/. The glory of the Lord is higher than the skies.",https://www.catholicgallery.org/mass-reading/140824/
NG|temporal|ordinary-time|1|friday||I,1,"ps78:3,4bc,6c-7,8",Do not forget the works of the Lord!,fallback,Catholic Daily RSVCE,,,,ps78_3_4bc_6c_7_8__alias_ef181da2495e,"R/. Do not forget the works of the Lord!

things that we have heard and known, that our fathers have told us. We will not hide them from their children,but tell to the coming generation the glorious deeds of the LORD, and his might, and the wonders which he has wrought.

R/. Do not forget the works of the Lord!

that the next generation might know them, the children yet unborn, and arise and tell them to their children, so that they should set their hope in God, and not forget the works of God, but keep his commandments;

R/. Do not forget the works of the Lord!

and that they should not be like their fathers,a stubborn and rebellious generation,a generation whose heart was not steadfast, whose spirit was not faithful to God.

R/. Do not forget the works of the Lord!",repo://assets/rsvce.db,ps78_3_4bc_6c_7_8__alias_ef181da2495e,"R/. Do not forget the works of the Lord!

What we have heard and know; things our ancestors have recounted to us. We do not keep them from our children; we recount them to the next generation, The praiseworthy deeds of the LORD and his strength, the wonders that he performed.

R/. Do not forget the works of the Lord!

In turn they were to recount them to their children, that they too might put their confidence in God, And not forget God’s deeds, but keep his commandments.

R/. Do not forget the works of the Lord!

They were not to be like their ancestors, a rebellious and defiant generation, A generation whose heart was not constant, and whose spirit was not faithful to God.

R/. Do not forget the works of the Lord!",repo://assets/nabre.db,"R/. Do not forget the works of the Lord!

3 How great things have we heard and known, and our fathers have told us.
4bc They have not been hidden from their children, in another generation. Declaring the praises of the Lord, and his powers, and his wonders which he hath done.
6c The children that should be born and should rise up, and declare them to their children.
7 That they may put their hope in God and may not forget the works of God: and may seek his commandments.
8 That they may not become like their fathers, a perverse and exasperating generation. A generation that set not their heart aright: and whose spirit was not faithful to God.

R/. Do not forget the works of the Lord!",https://www.catholicgallery.org/mass-reading/170125/
NG|temporal|ordinary-time|1|friday||I,2,"ps78:3+4bc,6c-7,8",Do not forget the works of the Lord!,fallback,Catholic Daily RSVCE,,,,ps78_3_4bc_6c_7_8,"R/. Do not forget the works of the Lord!

things that we have heard and known, that our fathers have told us. We will not hide them from their children,but tell to the coming generation the glorious deeds of the LORD, and his might, and the wonders which he has wrought.

R/. Do not forget the works of the Lord!

that the next generation might know them, the children yet unborn, and arise and tell them to their children, so that they should set their hope in God, and not forget the works of God, but keep his commandments;

R/. Do not forget the works of the Lord!

and that they should not be like their fathers,a stubborn and rebellious generation,a generation whose heart was not steadfast, whose spirit was not faithful to God.

R/. Do not forget the works of the Lord!",repo://assets/rsvce.db,ps78_3_4bc_6c_7_8,"R/. Do not forget the works of the Lord!

What we have heard and know; things our ancestors have recounted to us. We do not keep them from our children; we recount them to the next generation, The praiseworthy deeds of the LORD and his strength, the wonders that he performed.

R/. Do not forget the works of the Lord!

In turn they were to recount them to their children, that they too might put their confidence in God, And not forget God’s deeds, but keep his commandments.

R/. Do not forget the works of the Lord!

They were not to be like their ancestors, a rebellious and defiant generation, A generation whose heart was not constant, and whose spirit was not faithful to God.

R/. Do not forget the works of the Lord!",repo://assets/nabre.db,,
NG|temporal|ordinary-time|1|friday||II,1,"ps89:16-17,18-19","I will sing forever of your mercies, O Lord.",exact_nigeria,Catholic Missal for Nigeria,ng:2026-01-16:responsorial-psalm:1,"R/. I will sing forever of your mercies, O Lord.

How blessed the people who know your praise,
who walk, O Lord, in the light of your face,
who find their joy every day in your name,
who make your justice their joyful acclaim.

R/. I will sing forever of your mercies, O Lord.

For you are the glory of their strength;
by your favour it is that our might is exalted.
Behold, the Lord is our shield;
he is the Holy One of Israel, our king.

R/. I will sing forever of your mercies, O Lord.",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps89_16_17_18_19,"R/. I will sing forever of your mercies, O Lord.

Blessed are the people who know the festal shout, who walk, O LORD, in the light of thy countenance, who exult in thy name all the day, and extol thy righteousness.

R/. I will sing forever of your mercies, O Lord.

For thou art the glory of their strength; by thy favor our horn is exalted. For our shield belongs to the LORD, our king to the Holy One of Israel.

R/. I will sing forever of your mercies, O Lord.",repo://assets/rsvce.db,ps89_16_17_18_19,"R/. I will sing forever of your mercies, O Lord.

Blessed the people who know the war cry, who walk in the radiance of your face, LORD. In your name they sing joyfully all the day; they rejoice in your righteousness.

R/. I will sing forever of your mercies, O Lord.

You are their majestic strength; by your favor our horn is exalted. Truly the LORD is our shield, the Holy One of Israel, our king!

R/. I will sing forever of your mercies, O Lord.",repo://assets/nabre.db,"R/. I will sing forever of your mercies, O Lord.

16 Blessed is the people that knoweth jubilation. They shall walk, O Lord, in the light of thy countenance:
17 And in thy name they shall rejoice all the day, and in thy justice they shall be exalted.
18 For thou art the glory of their strength: and in thy good pleasure shall our horn be exalted.
19 For our protection is of the Lord, and of our king the holy one of Israel.

R/. I will sing forever of your mercies, O Lord.",https://www.catholicgallery.org/mass-reading/120124/
NG|temporal|ordinary-time|1|friday||II,2,"ps89:15-16,17-18",For ever I will sing the goodness of the Lord.,fallback,Catholic Daily RSVCE,,,,ps89_15_16_17_18,"R/. For ever I will sing the goodness of the Lord.

Righteousness and justice are the foundation of thy throne; steadfast love and faithfulness go before thee. Blessed are the people who know the festal shout, who walk, O LORD, in the light of thy countenance,

R/. For ever I will sing the goodness of the Lord.

who exult in thy name all the day, and extol thy righteousness. For thou art the glory of their strength; by thy favor our horn is exalted.

R/. For ever I will sing the goodness of the Lord.",repo://assets/rsvce.db,ps89_15_16_17_18,"R/. For ever I will sing the goodness of the Lord.

Justice and judgment are the foundation of your throne; mercy and faithfulness march before you. Blessed the people who know the war cry, who walk in the radiance of your face, LORD.

R/. For ever I will sing the goodness of the Lord.

In your name they sing joyfully all the day; they rejoice in your righteousness. You are their majestic strength; by your favor our horn is exalted.

R/. For ever I will sing the goodness of the Lord.",repo://assets/nabre.db,,
NG|temporal|ordinary-time|1|monday||I,1,"ps97:1,2b,6,7c,9",Let all his angels worship him.,fallback,Catholic Daily RSVCE,,,,ps97_1_2b_6_7c_9,"R/. Let all his angels worship him.

The LORD reigns; let the earth rejoice; let the many coastlands be glad!

R/. Let all his angels worship him.

Clouds and thick darkness are round about him; righteousness and justice are the foundation of his throne.

R/. Let all his angels worship him.

The heavens proclaim his righteousness; and all the peoples behold his glory.

R/. Let all his angels worship him.

All worshipers of images are put to shame, who make their boast in worthless idols; all gods bow down before him.

R/. Let all his angels worship him.

For thou, O LORD, art most high over all the earth; thou art exalted far above all gods.

R/. Let all his angels worship him.",repo://assets/rsvce.db,ps97_1_2b_6_7c_9,"R/. Let all his angels worship him.

Psalm 97 The Divine Ruler of All I - The LORD is king; let the earth rejoice; let the many islands be glad.

R/. Let all his angels worship him.

Cloud and darkness surround him; justice and right are the foundation of his throne.

R/. Let all his angels worship him.

The heavens proclaim his justice; all peoples see his glory.

R/. Let all his angels worship him.

All who serve idols are put to shame, who glory in worthless things; all gods bow down before him.

R/. Let all his angels worship him.

For you, LORD, are the Most High over all the earth, exalted far above all gods.

R/. Let all his angels worship him.",repo://assets/nabre.db,"R/. Let all his angels worship him.

1 The Lord hath reigned, let the earth rejoice: let many islands be glad.
2b Justice and judgment are the establishment of his throne.
6 The heavens declared his justice: and all people saw his glory.
7c Adore him, all you his angels:
9 For thou art the most high Lord over all the earth: thou art exalted exceedingly above all gods.

R/. Let all his angels worship him.",https://www.catholicgallery.org/mass-reading/130125/
NG|temporal|ordinary-time|1|monday||I,2,"ps97:1-2,6+7ac,8bc-9","Worship the Lord, all angels of God.",fallback,Catholic Daily RSVCE,,,,ps97_1_2_6_7ac_8bc_9,"R/. Worship the Lord, all angels of God.

The LORD reigns; let the earth rejoice; let the many coastlands be glad! Clouds and thick darkness are round about him; righteousness and justice are the foundation of his throne.

R/. Worship the Lord, all angels of God.

The heavens proclaim his righteousness; and all the peoples behold his glory. All worshipers of images are put to shame, who make their boast in worthless idols; all gods bow down before him.

R/. Worship the Lord, all angels of God.

Zion hears and is glad, and the daughters of Judah rejoice, because of thy judgments, O God. For thou, O LORD, art most high over all the earth; thou art exalted far above all gods.

R/. Worship the Lord, all angels of God.",repo://assets/rsvce.db,ps97_1_2_6_7ac_8bc_9,"R/. Worship the Lord, all angels of God.

Psalm 97 The Divine Ruler of All I - The LORD is king; let the earth rejoice; let the many islands be glad. Cloud and darkness surround him; justice and right are the foundation of his throne.

R/. Worship the Lord, all angels of God.

The heavens proclaim his justice; all peoples see his glory. All who serve idols are put to shame, who glory in worthless things; all gods bow down before him.

R/. Worship the Lord, all angels of God.

Zion hears and is glad, and the daughters of Judah rejoice because of your judgments, O LORD. For you, LORD, are the Most High over all the earth, exalted far above all gods.

R/. Worship the Lord, all angels of God.",repo://assets/nabre.db,,
NG|temporal|ordinary-time|1|monday||II,1,"ps116:12-13,14,17,18-19","A thanksgiving sacrifice I make to you, O Lord.",exact_nigeria,Catholic Missal for Nigeria,ng:2026-01-12:responsorial-psalm:1,"R/. A thanksgiving sacrifice I make to you, O Lord.

Or: Alleluia.

R/. A thanksgiving sacrifice I make to you, O Lord.

How can I repay the Lord for all his goodness to me?
The cup of salvation I will raise;
I will call on the name of the Lord.

R/. A thanksgiving sacrifice I make to you, O Lord.

My vows to the Lord I will fulfil before all his people.
A thanksgiving sacrifice I make;
I will call on the name of the Lord.

R/. A thanksgiving sacrifice I make to you, O Lord.

My vows to the Lord I will fulfil before all his people,
in the courts of the house of the Lord, in your midst, O Jerusalem.

R/. A thanksgiving sacrifice I make to you, O Lord.",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps116_12_13_14_17_18_19__alias_f204c7f4d651,"R/. A thanksgiving sacrifice I make to you, O Lord.

What shall I render to the LORD for all his bounty to me? I will lift up the cup of salvation and call on the name of the LORD,

R/. A thanksgiving sacrifice I make to you, O Lord.

I will pay my vows to the LORD in the presence of all his people. I will offer to thee the sacrifice of thanksgiving and call on the name of the LORD.

R/. A thanksgiving sacrifice I make to you, O Lord.

I will pay my vows to the LORD in the presence of all his people, in the courts of the house of the LORD,in your midst, O Jerusalem. Praise the LORD!

R/. A thanksgiving sacrifice I make to you, O Lord.",repo://assets/rsvce.db,ps116_12_13_14_17_18_19__alias_f204c7f4d651,"R/. A thanksgiving sacrifice I make to you, O Lord.

How can I repay the LORD for all the great good done for me? I will raise the cup of salvation and call on the name of the LORD.

R/. A thanksgiving sacrifice I make to you, O Lord.

I will pay my vows to the LORD in the presence of all his people. I will offer a sacrifice of praise and call on the name of the LORD.

R/. A thanksgiving sacrifice I make to you, O Lord.

I will pay my vows to the LORD in the presence of all his people, Hallelujah!

R/. A thanksgiving sacrifice I make to you, O Lord.",repo://assets/nabre.db,,
NG|temporal|ordinary-time|1|monday||II,2,"ps50:8-9,16bc-17,21,23","To one whose way is blameless, I will show the salvation of God.",exact_nigeria,Catholic Missal for Nigeria,ng:2026-01-19:responsorial-psalm:1,"R/. To one whose way is blameless, I will show the salvation of God.

“I do not rebuke you for your sacrifices;
your offerings are always before me.
I do not take more bullocks from your farms,
nor goats from among your herds.”

R/. To one whose way is blameless, I will show the salvation of God.

“How can you recite my commandments,
and take my covenant on your lips,
you who despise correction,
and cast my words behind you.”

R/. To one whose way is blameless, I will show the salvation of God.

“You do this, and should I keep silence?
Do you think that I am like you?
I accuse you, lay the charge before you.
A sacrifice of praise gives me honour,
and to one whose way is blameless,
I will show the salvation of God.”

R/. To one whose way is blameless, I will show the salvation of God.",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps50_8_9_16bc_17_21_23,"R/. To one whose way is blameless, I will show the salvation of God.

I do not reprove you for your sacrifices; your burnt offerings are continually before me. I will accept no bull from your house, nor he-goat from your folds.

R/. To one whose way is blameless, I will show the salvation of God.

But to the wicked God says:""What right have you to recite my statutes, or take my covenant on your lips? For you hate discipline, and you cast my words behind you.

R/. To one whose way is blameless, I will show the salvation of God.

These things you have done and I have been silent;you thought that I was one like yourself. But now I rebuke you, and lay the charge before you.

R/. To one whose way is blameless, I will show the salvation of God.

He who brings thanksgiving as his sacrifice honors me; to him who orders his way aright I will show the salvation of God!""

R/. To one whose way is blameless, I will show the salvation of God.",repo://assets/rsvce.db,ps50_8_9_16bc_17_21_23,"R/. To one whose way is blameless, I will show the salvation of God.

Not for your sacrifices do I rebuke you, your burnt offerings are always before me. I will not take a bullock from your house, or he-goats from your folds.

R/. To one whose way is blameless, I will show the salvation of God.

But to the wicked God says: “Why do you recite my commandments and profess my covenant with your mouth? You hate discipline; you cast my words behind you!

R/. To one whose way is blameless, I will show the salvation of God.

When you do these things should I be silent? Do you think that I am like you? I accuse you, I lay out the matter before your eyes.

R/. To one whose way is blameless, I will show the salvation of God.

Those who offer praise as a sacrifice honor me; I will let him whose way is steadfast look upon the salvation of God.”

R/. To one whose way is blameless, I will show the salvation of God.",repo://assets/nabre.db,"R/. To one whose way is blameless, I will show the salvation of God.

8 I will not reprove thee for thy sacrifices: and thy burnt offerings are always in my sight.
9 I will not take calves out of thy house: nor he goats out of thy flocks.
16bc Why dost thou declare my justices, and take my covenant in thy mouth?
17 Seeing thou hast hated discipline: and hast cast my words behind thee.
21 These things hast thou done, and I was silent. Thou thoughtest unjustly that I should be like to thee: but I will reprove thee, and set before thy face.
23 The sacrifice of praise shall glorify me: and there is the way by which I will shew him the salvation of God.

R/. To one whose way is blameless, I will show the salvation of God.",https://www.catholicgallery.org/mass-reading/150124/
NG|temporal|ordinary-time|1|monday||II,3,"ps116:12-13,14+17,18-19","To you, Lord, I will offer a sacrifice of praise.",fallback,Catholic Daily RSVCE,,,,ps116_12_13_14_17_18_19,"R/. To you, Lord, I will offer a sacrifice of praise.

What shall I render to the LORD for all his bounty to me? I will lift up the cup of salvation and call on the name of the LORD,

R/. To you, Lord, I will offer a sacrifice of praise.

I will pay my vows to the LORD in the presence of all his people. I will offer to thee the sacrifice of thanksgiving and call on the name of the LORD.

R/. To you, Lord, I will offer a sacrifice of praise.

I will pay my vows to the LORD in the presence of all his people, in the courts of the house of the LORD,in your midst, O Jerusalem. Praise the LORD!

R/. To you, Lord, I will offer a sacrifice of praise.",repo://assets/rsvce.db,ps116_12_13_14_17_18_19,"R/. To you, Lord, I will offer a sacrifice of praise.

How can I repay the LORD for all the great good done for me? I will raise the cup of salvation and call on the name of the LORD.

R/. To you, Lord, I will offer a sacrifice of praise.

I will pay my vows to the LORD in the presence of all his people. I will offer a sacrifice of praise and call on the name of the LORD.

R/. To you, Lord, I will offer a sacrifice of praise.

I will pay my vows to the LORD in the presence of all his people, Hallelujah!

R/. To you, Lord, I will offer a sacrifice of praise.",repo://assets/nabre.db,,
NG|temporal|ordinary-time|1|saturday||I,1,"ps19:8,9,10,15","Your words, O Lord, are spirit and life",exact_nigeria,Catholic Missal for Nigeria,ng:2026-02-23:responsorial-psalm:1,"R/. Your words, O Lord, are spirit and life

The law of the Lord is perfect;
it revives the soul.
The decrees of the Lord are steadfast;
they give wisdom to the simple.

R/. Your words, O Lord, are spirit and life

The precepts of the Lord are right;
they gladden the heart.
The command of the Lord is clear;
it gives light to the eyes.

R/. Your words, O Lord, are spirit and life

The fear of the Lord is pure,
Abiding forever.
The judgements of the Lord are true;
they are, all of them, just.

R/. Your words, O Lord, are spirit and life

May the spoken words of my mouth,
the thoughts of my heart,
win favour in your sight, O Lord,
my rock and my redeemer !

R/. Your words, O Lord, are spirit and life",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps19_8_9_10_15,"R/. Your words, O Lord, are spirit and life

The law of the LORD is perfect,reviving the soul; the testimony of the LORD is sure, making wise the simple;

R/. Your words, O Lord, are spirit and life

the precepts of the LORD are right,rejoicing the heart; the commandment of the LORD is pure, enlightening the eyes;

R/. Your words, O Lord, are spirit and life

the fear of the LORD is clean, enduring for ever;the ordinances of the LORD are true, and righteous altogether.

R/. Your words, O Lord, are spirit and life

Let the words of my mouth and the meditation of my heartbe acceptable in thy sight, O LORD, my rock and my redeemer.

R/. Your words, O Lord, are spirit and life",repo://assets/rsvce.db,ps19_8_9_10_15,"R/. Your words, O Lord, are spirit and life

The decree of the LORD is trustworthy, giving wisdom to the simple.

R/. Your words, O Lord, are spirit and life

The command of the LORD is clear, enlightening the eye.

R/. Your words, O Lord, are spirit and life

The statutes of the LORD are true, all of them just;

R/. Your words, O Lord, are spirit and life

Let the words of my mouth be acceptable, the thoughts of my heart before you, LORD, my rock and my redeemer.

R/. Your words, O Lord, are spirit and life",repo://assets/nabre.db,"R/. Your words, O Lord, are spirit and life

8 The law of the Lord is unspotted, converting souls: the testimony of the Lord is faithful, giving wisdom to little ones.
9 The justices of the Lord are right, rejoicing hearts: the commandment of the Lord is lightsome, enlightening the eyes.
10 The fear of the Lord is holy, enduring for ever and ever: the judgments of the Lord are true, justified in themselves.
15 And the words of my mouth shall be such as may please: and the meditation of my heart always in thy sight. O Lord, my helper, and my redeemer.

R/. Your words, O Lord, are spirit and life",https://www.catholicgallery.org/mass-reading/180125/
NG|temporal|ordinary-time|1|saturday||I,2,"ps19:7,8,9,14","Your words, Lord, are spirit and life.",fallback,Catholic Daily RSVCE,,,,ps19_7_8_9_14,"R/. Your words, Lord, are spirit and life.

Its rising is from the end of the heavens,and its circuit to the end of them; and there is nothing hid from its heat.

R/. Your words, Lord, are spirit and life.

The law of the LORD is perfect,reviving the soul; the testimony of the LORD is sure, making wise the simple;

R/. Your words, Lord, are spirit and life.

the precepts of the LORD are right,rejoicing the heart; the commandment of the LORD is pure, enlightening the eyes;

R/. Your words, Lord, are spirit and life.

Keep back thy servant also from presumptuous sins;let them not have dominion over me!Then I shall be blameless, and innocent of great transgression.

R/. Your words, Lord, are spirit and life.",repo://assets/rsvce.db,ps19_7_8_9_14,"R/. Your words, Lord, are spirit and life.

From one end of the heavens it comes forth; its course runs through to the other; nothing escapes its heat.

R/. Your words, Lord, are spirit and life.

The decree of the LORD is trustworthy, giving wisdom to the simple.

R/. Your words, Lord, are spirit and life.

The command of the LORD is clear, enlightening the eye.

R/. Your words, Lord, are spirit and life.

Then shall I be blameless, innocent of grave sin.

R/. Your words, Lord, are spirit and life.",repo://assets/nabre.db,,
NG|temporal|ordinary-time|1|saturday||II,1,"ps21:2-3,4-5,6-7","In your strength, O Lord, the king rejoices.",exact_nigeria,Catholic Missal for Nigeria,ng:2026-01-17:responsorial-psalm:1,"R/. In your strength, O Lord, the king rejoices.

In your strength, O Lord, the king rejoices;
how greatly your salvation makes him glad!
You have granted him his heart’s desire;
you have not withheld the prayer of his lips.

R/. In your strength, O Lord, the king rejoices.

You came to meet him with blessings of prosperity;
you have set on his head a crown of pure gold.
He asked you for life and this you have given:
days that will last from age to age.

R/. In your strength, O Lord, the king rejoices.

By your saving help great is his glory;
you have bestowed upon him majesty and splendour;
you have granted him blessings forever,
made him rejoice with the joy of your presence.

R/. In your strength, O Lord, the king rejoices.",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps21_2_3_4_5_6_7,"R/. In your strength, O Lord, the king rejoices.

In thy strength the king rejoices, O LORD; and in thy help how greatly he exults! Thou hast given him his heart's desire, and hast not withheld the request of his lips. [Selah]

R/. In your strength, O Lord, the king rejoices.

For thou dost meet him with goodly blessings; thou dost set a crown of fine gold upon his head. He asked life of thee; thou gavest it to him, length of days for ever and ever.

R/. In your strength, O Lord, the king rejoices.

His glory is great through thy help; splendor and majesty thou dost bestow upon him. Yea, thou dost make him most blessed for ever; thou dost make him glad with the joy of thy presence.

R/. In your strength, O Lord, the king rejoices.",repo://assets/rsvce.db,ps21_2_3_4_5_6_7,"R/. In your strength, O Lord, the king rejoices.

I - LORD, the king finds joy in your power; in your victory how greatly he rejoices! You have granted him his heart’s desire; you did not refuse the request of his lips. Selah

R/. In your strength, O Lord, the king rejoices.

For you welcomed him with goodly blessings; you placed on his head a crown of pure gold. He asked life of you; you gave it to him, length of days forever.

R/. In your strength, O Lord, the king rejoices.

Great is his glory in your victory; majesty and splendor you confer upon him. You make him the pattern of blessings forever, you gladden him with the joy of your face.

R/. In your strength, O Lord, the king rejoices.",repo://assets/nabre.db,"R/. In your strength, O Lord, the king rejoices.

2 In thy strength, O Lord, the king shall joy; and in thy salvation he shall rejoice exceedingly.
3 Thou hast given him his heart’s desire: and hast not withholden from him the will of his lips.
4 For thou hast prevented him with blessings of sweetness: thou hast set on his head a crown of precious stones.
5 He asked life of thee: and thou hast given him length of days for ever and ever.
6 His glory is great in thy salvation: glory and great beauty shalt thou lay upon him.
7 For thou shalt give him to be a blessing for ever and ever: thou shalt make him joyful in gladness with thy countenance.

R/. In your strength, O Lord, the king rejoices.",https://www.catholicgallery.org/mass-reading/130124/
